customer_id,churned,period_count,from_calls_Jan,from_duration_Jan,from_dropped_Jan,to_calls_Jan,to_duration_Jan,to_dropped_Jan,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,period,from_calls_Feb,from_duration_Feb,from_dropped_Feb,to_calls_Feb,to_duration_Feb,to_dropped_Feb,from_calls_Mar,from_duration_Mar,from_dropped_Mar,to_calls_Mar,to_duration_Mar,to_dropped_Mar,from_calls_Apr,from_duration_Apr,from_dropped_Apr,to_calls_Apr,to_duration_Apr,to_dropped_Apr,from_calls_May,from_duration_May,from_dropped_May,to_calls_May,to_duration_May,to_dropped_May,from_calls_Jun,from_duration_Jun,from_dropped_Jun,to_calls_Jun,to_duration_Jun,to_dropped_Jun,from_calls_Jul,from_duration_Jul,from_dropped_Jul,to_calls_Jul,to_duration_Jul,to_dropped_Jul,from_calls_Aug,from_duration_Aug,from_dropped_Aug,to_calls_Aug,to_duration_Aug,to_dropped_Aug,from_calls_Sep,from_duration_Sep,from_dropped_Sep,to_calls_Sep,to_duration_Sep,to_dropped_Sep,from_calls_Oct,from_duration_Oct,from_dropped_Oct,to_calls_Oct,to_duration_Oct,to_dropped_Oct,from_calls_Nov,from_duration_Nov,from_dropped_Nov,to_calls_Nov,to_duration_Nov,to_dropped_Nov,from_calls_Dec,from_duration_Dec,from_dropped_Dec,to_calls_Dec,to_duration_Dec,to_dropped_Dec
C0000000466,0,12,24,237,0,42,360,2,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,19,155,0,43,399,1,19,151,1,48,448,4,26,237,1,46,401,6,21,216,2,35,352,2,27,291,3,42,357,9,29,304,4,39,305,5,21,217,0,45,354,8,20,178,2,49,500,5,13,81,1,45,375,5,30,321,1,45,327,4,20,168,1,54,491,6
C0000000557,1,8,77,773,17,73,678,12,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,81,848,10,60,572,5,82,784,11,61,549,7,93,908,7,56,535,7,87,791,15,79,775,9,94,946,16,54,505,4,92,793,17,60,509,3,84,722,13,67,661,8,,,,,,,,,,,,,,,,,,,,,,,,
C0000000464,1,5,18,156,1,73,639,3,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,22,250,0,83,823,17,19,170,2,74,670,12,18,193,0,87,776,11,15,130,1,77,794,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C0000000459,0,12,45,397,2,36,401,3,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,34,285,3,32,367,4,47,408,5,44,403,5,44,350,3,32,244,3,43,385,3,36,250,6,41,387,4,37,425,5,44,449,2,30,316,1,35,341,4,56,507,7,55,460,11,41,400,5,43,367,3,36,410,3,37,328,2,30,344,2,36,343,3,31,335,4
C0000000568,0,12,38,365,0,58,557,8,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,55,563,8,63,516,6,39,341,2,62,608,5,25,241,0,47,376,3,37,264,5,54,468,4,36,355,4,49,363,6,35,332,1,52,454,9,40,358,5,56,428,8,24,225,1,53,531,8,41,319,6,68,798,4,39,437,2,61,589,11,35,332,4,53,528,3
C0000000194,1,12,163,1361,22,90,852,11,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,133,1160,28,77,692,6,146,1312,18,103,919,11,135,1293,25,68,591,7,141,1311,20,83,694,11,140,1425,19,80,752,9,140,1331,18,66,625,4,135,1270,21,86,843,10,123,1141,24,77,714,11,119,1016,24,86,758,9,124,1175,21,71,663,7,161,1423,21,66,587,11
C0000000971,0,4,,,,,,,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,835,11,87,919,13,82,654,14,84,711,9,82,830,6,94,811,13
C0000000994,1,9,38,429,11,64,492,5,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,34,350,5,80,749,7,43,392,5,81,688,8,51,389,7,65,667,5,37,251,6,76,657,5,35,382,4,71,719,7,35,299,4,85,803,7,34,312,2,79,672,3,38,324,3,72,739,2,,,,,,,,,,,,,,,,,,
C0000000884,1,9,141,1161,8,79,708,7,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,132,1269,9,86,740,10,120,1041,8,84,834,7,123,1184,6,76,748,8,122,1110,6,70,730,9,138,1286,6,63,618,4,136,1296,6,77,700,8,156,1452,5,86,788,10,136,1237,7,92,786,11,,,,,,,,,,,,,,,,,,
C0000000271,1,6,15,103,1,46,520,2,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,15,126,2,42,378,5,12,112,1,39,419,4,10,83,1,39,428,4,10,101,0,38,326,5,15,163,4,29,258,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C0000000494,0,12,111,1046,0,29,275,5,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,90,790,0,37,321,3,109,936,0,29,238,2,103,988,0,32,222,4,109,1122,0,21,216,2,117,1167,0,34,340,3,105,961,0,27,266,2,126,1120,0,19,168,3,104,966,0,31,229,3,123,1192,0,40,462,4,110,1190,0,34,322,8,110,999,0,41,351,7
C0000000288,0,3,,,,,,,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,124,0,53,511,10,7,84,0,66,633,7
C0000000917,0,7,,,,,,,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,107,2,91,787,6,6,54,1,106,928,8,13,145,0,94,849,12,6,53,1,97,1147,9,6,52,0,98,933,18,10,93,0,96,885,13
C0000000823,0,12,45,386,5,89,781,9,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,46,458,2,91,971,7,54,529,7,110,1089,7,53,449,4,106,984,10,45,476,7,92,863,4,51,500,5,83,809,8,58,570,5,104,1005,3,43,428,8,111,896,5,44,455,7,96,915,2,69,639,7,77,725,3,50,394,7,95,1052,5,39,363,3,95,976,5
C0000000673,1,9,13,123,1,64,493,6,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,9,113,0,60,564,4,12,127,2,68,587,10,6,39,1,60,520,5,6,54,1,71,641,12,6,36,0,62,626,5,7,97,1,77,627,9,4,45,0,76,686,7,9,54,0,59,547,5,,,,,,,,,,,,,,,,,,
C0000000672,0,12,16,160,2,93,867,5,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,9,86,2,65,627,12,13,148,2,83,803,5,8,69,0,76,731,2,6,71,0,73,667,9,16,114,2,75,763,9,9,109,0,78,654,10,14,143,2,74,654,6,9,102,0,79,721,5,9,89,0,75,735,7,15,156,1,72,711,8,11,111,0,84,841,5
C0000000370,0,12,96,793,4,31,294,4,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,76,703,6,27,256,2,99,925,8,26,300,3,113,976,6,25,261,2,91,876,4,24,261,5,95,866,8,32,251,2,96,876,3,22,124,1,96,951,2,17,163,1,99,874,5,26,244,4,103,921,5,24,256,2,84,745,2,26,261,3,111,1070,2,28,226,2
C0000000484,0,11,,,,,,,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,,,,,,,100,863,0,81,834,5,103,1024,0,68,612,9,104,926,0,66,601,6,109,1024,0,66,567,6,114,952,0,55,413,7,91,971,0,53,515,3,114,1053,0,70,552,11,115,988,0,55,526,5,102,826,0,55,542,2,94,883,0,75,768,8
C0000000131,0,3,,,,,,,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,1033,9,49,431,5,102,946,9,36,303,5
C0000000037,1,9,45,360,3,117,1013,13,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,71,669,4,86,768,8,59,529,2,104,1009,9,54,511,6,101,963,13,60,532,4,123,1077,17,57,528,6,92,781,5,71,659,1,120,1240,15,56,464,3,108,918,13,51,425,1,119,1131,14,,,,,,,,,,,,,,,,,,
C0000000812,0,4,,,,,,,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,579,3,69,605,11,67,547,5,82,816,13,70,640,2,63,680,6
C0000000226,0,12,,,,,,,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,100,954,5,36,363,8,103,959,5,39,289,7,87,787,4,31,310,1,100,956,3,43,436,7,85,750,3,44,455,4,88,823,3,42,326,2,102,868,4,47,417,5,115,1109,5,33,294,3,97,791,3,33,330,3,92,864,4,43,520,7,104,941,4,44,358,5
C0000000630,1,6,63,574,4,48,420,8,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,48,522,1,45,508,5,57,459,2,32,284,3,59,479,7,32,240,0,54,485,6,51,462,4,63,583,6,36,350,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C0000000798,1,5,3,24,0,93,824,9,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,1,10,0,84,748,10,4,43,0,85,759,8,3,34,1,87,775,7,1,16,0,89,886,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C0000000764,1,4,98,829,27,46,422,7,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,98,902,20,40,302,3,107,937,27,37,337,4,85,793,16,43,395,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C0000000932,0,6,,,,,,,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,62,1,50,507,10,7,62,0,44,351,4,7,121,1,52,492,9,6,99,0,51,484,5,10,92,1,52,523,16
C0000000058,0,12,109,1134,0,38,367,2,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,90,857,0,35,278,4,125,1293,0,38,314,6,102,899,0,35,304,1,107,891,0,37,395,5,126,1137,0,28,251,3,110,1177,0,34,298,3,115,1103,0,45,352,9,103,1031,0,40,389,8,119,955,0,26,201,3,109,1011,0,29,220,3,121,1134,0,35,304,5
C0000000878,0,12,42,401,7,80,714,9,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,42,410,2,79,696,11,47,404,2,85,779,12,34,288,5,87,859,11,46,448,2,92,846,11,27,310,1,85,748,12,33,323,3,92,880,13,46,406,3,78,674,14,42,462,5,83,849,5,40,348,3,82,759,7,39,310,4,72,658,8,43,429,8,83,794,5
C0000000384,1,10,190,1869,10,68,656,4,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,187,1813,6,51,520,5,199,1825,8,55,521,3,176,1650,10,49,557,5,222,1902,10,70,618,7,218,2066,9,60,491,8,206,1870,10,67,641,8,191,1892,13,56,468,4,208,2016,11,70,659,8,197,1970,16,62,571,6,,,,,,,,,,,,
C0000000845,1,9,20,205,2,52,457,11,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,9,71,1,36,260,5,13,140,3,56,553,8,12,64,0,50,458,4,15,94,3,46,393,5,14,145,0,37,276,4,13,90,2,60,580,10,17,130,0,50,444,4,11,123,0,36,277,6,,,,,,,,,,,,,,,,,,
C0000000589,0,12,51,521,5,79,724,11,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,51,503,5,85,803,9,70,665,9,78,784,11,35,313,6,88,746,8,61,501,10,93,860,7,51,506,6,73,683,7,58,423,5,94,844,9,43,383,5,75,722,9,41,450,4,91,937,6,46,355,3,85,724,6,55,435,4,90,685,8,66,543,7,71,764,5
C0000000179,0,10,,,,,,,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,,,,,,,,,,,,,108,1110,4,77,677,9,98,816,6,72,613,6,85,804,5,59,598,3,120,1169,12,74,753,5,96,992,2,58,584,2,86,767,6,75,618,8,109,1045,3,72,656,7,105,1082,8,93,774,4,99,911,4,76,623,8
C0000000283,0,12,106,925,4,59,579,8,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,92,862,6,66,675,7,113,1009,2,64,544,10,86,828,1,48,409,4,94,873,4,67,565,3,112,1054,8,65,745,9,112,1081,10,55,534,7,74,647,4,76,773,9,90,970,3,70,596,8,96,1008,4,66,494,3,92,735,2,59,584,6,90,853,4,77,649,9
C0000000830,0,8,,,,,,,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,,,,,,,,,,,,,,,,,,,,,,,,,7,22,0,42,381,4,8,108,1,48,484,8,7,66,0,56,533,5,15,119,1,41,374,3,5,15,1,46,394,3,5,46,0,47,390,7,5,22,0,48,414,3
C0000000437,1,3,93,902,14,48,437,4,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,99,882,9,67,557,11,95,805,8,63,572,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C0000000914,0,12,8,81,1,69,691,6,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,7,79,1,54,511,5,11,83,0,53,411,4,7,74,1,69,521,5,4,46,0,51,508,3,6,46,0,51,505,3,5,28,0,61,474,2,8,62,0,65,476,8,7,59,2,68,619,1,10,127,2,75,710,6,10,107,2,61,569,3,5,36,0,50,488,8
C0000000267,0,8,,,,,,,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,,,,,,,,,,,,,,,,,,,,,,,,,64,513,12,36,363,5,48,398,8,42,412,5,90,838,16,43,429,4,72,673,16,41,384,3,65,537,17,41,332,3,71,694,17,36,330,5,68,659,14,32,333,0
C0000000544,0,12,7,62,0,50,440,4,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,5,57,0,39,428,4,11,100,0,54,539,8,4,36,0,64,608,8,8,80,0,65,563,5,4,28,0,47,383,2,5,82,1,51,444,3,9,115,1,44,357,7,6,45,0,54,418,6,4,36,1,60,533,6,3,27,0,57,501,4,4,61,1,40,424,1
C0000000846,1,5,6,78,1,54,504,5,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,0,0,0,58,557,8,1,13,0,68,625,7,1,13,0,73,617,7,3,27,1,65,697,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C0000000736,1,4,91,830,8,61,531,5,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,62,634,3,63,689,5,57,581,4,50,479,2,66,690,6,70,719,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C0000000425,0,10,,,,,,,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,,,,,,,,,,,,,33,376,0,75,721,5,40,411,0,59,534,4,31,250,0,71,715,6,30,248,0,77,686,5,21,205,0,63,589,7,31,260,0,59,604,8,28,243,0,82,649,13,37,309,0,76,717,6,28,261,0,73,661,8
C0000000211,0,9,,,,,,,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,,,,,,,,,,,,,,,,,,,98,917,10,47,434,6,107,988,11,57,496,5,86,847,6,62,654,7,127,1158,13,57,540,6,92,817,9,61,523,11,88,878,9,52,488,3,94,929,14,53,518,7,107,836,5,47,386,3
C0000000294,0,8,,,,,,,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,,,,,,,,,,,,,,,,,,,,,,,,,6,48,0,75,692,4,9,57,0,70,680,10,10,82,0,80,712,6,6,30,0,72,737,6,6,46,0,76,596,8,10,113,0,56,554,4,12,114,0,68,622,7
C0000000129,1,11,47,445,3,64,578,5,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,54,568,5,54,430,6,56,508,11,50,529,5,54,513,4,61,520,7,43,377,3,80,734,7,54,430,5,61,616,6,63,559,6,67,713,9,49,496,2,68,468,5,59,609,2,75,613,4,51,504,7,59,477,3,70,726,13,49,491,8,,,,,,
C0000000182,1,9,13,116,3,90,830,10,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,18,142,2,73,712,6,20,178,2,67,576,8,18,211,3,64,576,7,12,83,2,67,609,8,24,276,4,60,502,3,16,121,1,76,732,8,22,152,3,77,762,10,10,81,3,80,744,4,,,,,,,,,,,,,,,,,,
C0000000144,0,12,98,987,1,72,698,10,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,81,713,11,73,706,13,84,780,3,93,822,10,85,726,5,105,992,16,66,700,2,87,804,4,77,747,5,78,745,11,76,675,2,91,741,9,72,651,6,83,720,11,85,788,4,105,1031,13,87,762,1,106,1107,8,85,772,2,102,1017,10,82,694,6,110,1104,7
C0000000191,1,4,,,,,,,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,0,68,668,3,2,28,0,68,633,6,6,55,0,69,600,5,,,,,,
C0000000091,1,9,85,773,16,101,877,6,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,97,851,8,95,805,9,105,890,9,99,974,6,105,1083,11,93,834,12,110,960,9,108,990,9,73,597,7,103,850,9,94,933,5,102,970,4,102,918,9,117,1161,18,113,1097,8,101,819,11,,,,,,,,,,,,,,,,,,
C0000000870,1,6,,,,,,,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,,,,,,,,,,,,,,,,,,,12,142,0,65,522,4,11,92,3,73,693,12,4,31,0,64,525,6,4,59,1,72,691,5,6,62,1,61,642,7,,,,,,,,,,,,,,,,,,
C0000000543,1,7,136,1261,32,76,774,8,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,129,1166,25,73,684,11,127,1115,22,74,692,8,125,1137,19,64,572,5,115,957,27,74,637,7,122,1131,31,76,748,6,130,1288,32,64,613,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C0000000699,1,5,55,503,15,70,720,4,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,41,341,7,63,520,6,50,522,8,76,677,8,45,443,6,70,578,6,51,486,10,88,756,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
